CustomerID,Recency,Frequency,Monetary,Avg_Order_Value,R_Score,F_Score,M_Score,RFM_Score,RFM_Sum,Segment
17706,4,17,10504.49,617.9111764705882,5,5,5,555,15,Champions
15251,9,11,10484.99,953.180909090909,5,5,5,555,15,Champions
14062,10,12,10464.85,872.0708333333333,5,5,5,555,15,Champions
14769,3,8,10416.98,1302.1225,5,5,5,555,15,Champions
15615,10,23,10399.74,452.1626086956522,5,5,5,555,15,Champions
15502,16,12,10384.93,865.4108333333334,4,5,5,455,14,Champions
16180,100,8,10254.18,1281.7725,2,5,5,255,12,At Risk
16843,43,16,10196.57,637.285625,3,5,5,355,13,Loyal Customers
12590,211,2,9864.26,4932.13,1,2,5,125,8,Hibernating
13199,4,38,9817.12,258.34526315789475,5,5,5,555,15,Champions
13001,4,13,9785.970000000001,752.7669230769231,5,5,5,555,15,Champions
15078,7,32,9743.11,304.4721875,5,5,5,555,15,Champions
12709,15,15,9706.52,647.1013333333334,4,5,5,455,14,Champions
13458,7,14,9646.57,689.0407142857142,5,5,5,555,15,Champions
14733,16,12,9585.91,798.8258333333333,4,5,5,455,14,Champions
16523,2,21,9418.47,448.4985714285714,5,5,5,555,15,Champions
12567,23,10,9401.28,940.128,4,5,5,455,14,Champions
14367,8,16,9227.82,576.73875,5,5,5,555,15,Champions
14667,11,25,9175.039999999999,367.00159999999994,5,5,5,555,15,Champions
18092,2,11,9068.26,824.3872727272727,5,5,5,555,15,Champions
12451,11,5,9035.52,1807.104,5,4,5,545,14,Champions
13969,7,18,9024.17,501.34277777777777,5,5,5,555,15,Champions
13488,17,13,8968.31,689.87,4,5,5,455,14,Champions
13090,9,14,8910.82,636.4871428571429,5,5,5,555,15,Champions
16033,6,20,8778.82,438.941,5,5,5,555,15,Champions
17017,3,20,8694.26,434.713,5,5,5,555,15,Champions
17306,11,19,8631.31,454.2794736842105,5,5,5,555,15,Champions
16656,22,15,8625.8,575.0533333333333,4,5,5,455,14,Champions
17243,1,26,8540.05,328.4634615384615,5,5,5,555,15,Champions
14527,3,55,8507.13,154.6750909090909,5,5,5,555,15,Champions
12683,4,15,8476.57,565.1046666666666,5,5,5,555,15,Champions
18139,18,6,8438.34,1406.39,4,5,5,455,14,Champions
15358,5,22,8347.2,379.41818181818184,5,5,5,555,15,Champions
16558,1,20,8338.49,416.92449999999997,5,5,5,555,15,Champions
14056,1,23,8152.71,354.46565217391304,5,5,5,555,15,Champions
14936,34,8,8137.0199999999995,1017.1274999999999,3,5,5,355,13,Loyal Customers
16672,2,20,8134.9400000000005,406.747,5,5,5,555,15,Champions
13854,9,25,8109.52,324.3808,5,5,5,555,15,Champions
14952,60,11,8099.490000000001,736.3172727272728,3,5,5,355,13,Loyal Customers
18109,2,26,8004.92,307.88153846153847,5,5,5,555,15,Champions
14796,1,17,7975.49,469.1464705882353,5,5,5,555,15,Champions
12428,26,9,7956.46,884.0511111111111,4,5,5,455,14,Champions
15290,5,18,7943.22,441.29,5,5,5,555,15,Champions
14849,22,25,7930.54,317.2216,4,5,5,455,14,Champions
12757,16,13,7834.650000000001,602.6653846153847,4,5,5,455,14,Champions
13093,276,8,7832.47,979.05875,1,5,5,155,11,At Risk
12435,80,2,7829.89,3914.945,2,2,5,225,9,Hibernating
13629,23,11,7792.36,708.3963636363636,4,5,5,455,14,Champions
17811,4,39,7761.820000000001,199.02102564102566,5,5,5,555,15,Champions
15044,19,17,7634.7300000000005,449.1017647058824,4,5,5,455,14,Champions
15194,3,15,7616.53,507.76866666666666,5,5,5,555,15,Champions
18172,15,20,7561.68,378.084,4,5,5,455,14,Champions
13263,1,35,7436.93,212.48371428571429,5,5,5,555,15,Champions
12980,158,9,7374.900000000001,819.4333333333334,2,5,5,255,12,At Risk
15465,20,18,7354.62,408.59,4,5,5,455,14,Champions
17396,39,8,7330.799999999999,916.3499999999999,3,5,5,355,13,Loyal Customers
12474,17,18,7324.09,406.8938888888889,4,5,5,455,14,Champions
12583,3,15,7281.38,485.42533333333336,5,5,5,555,15,Champions
13018,16,28,7277.7,259.91785714285714,4,5,5,455,14,Champions
18229,12,20,7276.9,363.84499999999997,5,5,5,555,15,Champions
16729,38,21,7205.33,343.11095238095237,3,5,5,355,13,Loyal Customers
16745,87,17,7180.700000000001,422.39411764705886,2,5,5,255,12,At Risk
16873,5,6,7123.62,1187.27,5,5,5,555,15,Champions
13324,36,10,7121.95,712.1949999999999,3,5,5,355,13,Loyal Customers
16923,12,19,7069.08,372.0568421052632,5,5,5,555,15,Champions
13985,4,15,7060.13,470.67533333333336,5,5,5,555,15,Champions
14961,11,9,7044.68,782.7422222222223,5,5,5,555,15,Champions
12766,4,7,6989.63,998.5185714285715,5,5,5,555,15,Champions
12798,10,3,6977.04,2325.68,5,3,5,535,13,Loyal Customers
12989,3,15,6924.11,461.6073333333333,5,5,5,555,15,Champions
13027,114,6,6912.0,1152.0,2,5,5,255,12,At Risk
16187,32,15,6911.4400000000005,460.7626666666667,4,5,5,455,14,Champions
16713,19,15,6910.78,460.71866666666665,4,5,5,455,14,Champions
17416,30,7,6893.42,984.7742857142857,4,5,5,455,14,Champions
12705,15,9,6868.29,763.1433333333333,4,5,5,455,14,Champions
12476,16,11,6816.42,619.6745454545454,4,5,5,455,14,Champions
12830,38,6,6814.64,1135.7733333333333,3,5,5,355,13,Loyal Customers
15601,11,14,6776.56,484.04,5,5,5,555,15,Champions
16652,59,7,6773.97,967.71,3,5,5,355,13,Loyal Customers
18055,7,10,6761.34,676.134,5,5,5,555,15,Champions
16532,18,3,6748.8,2249.6,4,4,5,445,13,Champions
15023,3,11,6720.41,610.9463636363636,5,5,5,555,15,Champions
13576,10,18,6717.34,373.18555555555554,5,5,5,555,15,Champions
15249,32,13,6688.46,514.496923076923,4,5,5,455,14,Champions
16746,5,18,6680.11,371.1172222222222,5,5,5,555,15,Champions
16353,4,23,6675.71,290.24826086956523,5,5,5,555,15,Champions
12626,23,9,6620.48,735.6088888888888,4,5,5,455,14,Champions
16182,72,4,6617.65,1654.4125,3,4,5,345,12,Loyal Customers
15144,8,17,6580.4400000000005,387.084705882353,5,5,5,555,15,Champions
12472,32,7,6572.110000000001,938.8728571428572,4,5,5,455,14,Champions
17338,17,8,6493.54,811.6925,4,5,5,455,14,Champions
18223,5,14,6484.54,463.18142857142857,5,5,5,555,15,Champions
15694,1,14,6479.4,462.8142857142857,5,5,5,555,15,Champions
13225,3,7,6463.84,923.4057142857143,5,5,5,555,15,Champions
13102,1,24,6424.09,267.67041666666665,5,5,5,555,15,Champions
12431,36,15,6419.95,427.99666666666667,3,5,5,355,13,Loyal Customers
16814,14,21,6416.7,305.5571428571428,4,5,5,455,14,Champions
13871,23,13,6403.25,492.5576923076923,4,5,5,455,14,Champions
12359,58,4,6310.03,1577.5075,3,4,5,345,12,Loyal Customers
13668,3,21,6309.83,300.46809523809526,5,5,5,555,15,Champions
13709,4,13,6307.65,485.20384615384614,5,5,5,555,15,Champions
15005,16,28,6295.37,224.83464285714285,4,5,5,455,14,Champions
16126,29,4,6287.77,1571.9425,4,4,5,445,13,Champions
17315,2,38,6281.23,165.29552631578946,5,5,5,555,15,Champions
14057,24,17,6211.66,365.39176470588234,4,5,5,455,14,Champions
12357,33,1,6207.67,6207.67,4,1,5,415,10,Recent Customers
14060,5,19,6140.42,323.18,5,5,5,555,15,Champions
13418,12,18,6127.43,340.4127777777778,5,5,5,555,15,Champions
15939,90,15,6115.01,407.6673333333334,2,5,5,255,12,At Risk
17509,58,8,6083.64,760.455,3,5,5,355,13,Loyal Customers
14735,4,32,6065.6900000000005,189.55281250000002,5,5,5,555,15,Champions
13097,33,10,6003.22,600.322,4,5,5,455,14,Champions
12637,67,8,6002.900000000001,750.3625000000001,3,5,5,355,13,Loyal Customers
14101,74,6,5976.79,996.1316666666667,2,5,5,255,12,At Risk
15382,15,6,5955.71,992.6183333333333,4,5,5,455,14,Champions
14944,30,12,5900.250000000001,491.68750000000006,4,5,5,455,14,Champions
13209,30,8,5891.61,736.45125,4,5,5,455,14,Champions
13534,2,25,5870.08,234.8032,5,5,5,555,15,Champions
14505,17,8,5859.43,732.42875,4,5,5,455,14,Champions
14415,1,13,5855.57,450.42846153846153,5,5,5,555,15,Champions
13050,15,17,5836.86,343.3447058823529,4,5,5,455,14,Champions
12720,3,25,5781.73,231.26919999999998,5,5,5,555,15,Champions
15218,11,11,5756.889999999999,523.3536363636363,5,5,5,555,15,Champions
17686,7,7,5739.46,819.9228571428572,5,5,5,555,15,Champions
13316,37,4,5732.93,1433.2325,3,4,5,345,12,Loyal Customers
13178,26,11,5725.47,520.4972727272727,4,5,5,455,14,Champions
16553,163,12,5719.82,476.65166666666664,2,5,5,255,12,At Risk
13468,2,37,5704.97,154.1883783783784,5,5,5,555,15,Champions
14110,4,12,5683.150000000001,473.59583333333336,5,5,5,555,15,Champions
17716,23,11,5655.99,514.180909090909,4,5,5,455,14,Champions
13004,12,18,5655.91,314.21722222222223,5,5,5,555,15,Champions
17049,3,9,5655.030000000001,628.3366666666667,5,5,5,555,15,Champions
18118,11,26,5625.08,216.34923076923076,5,5,5,555,15,Champions
17757,1,30,5593.39,186.44633333333334,5,5,5,555,15,Champions
12839,3,14,5591.42,399.38714285714286,5,5,5,555,15,Champions
12481,23,10,5579.820000000001,557.9820000000001,4,5,5,455,14,Champions
14688,8,21,5579.1,265.6714285714286,5,5,5,555,15,Champions
14049,17,4,5578.719999999999,1394.6799999999998,4,4,5,445,13,Champions
16767,31,11,5575.56,506.86909090909097,4,5,5,455,14,Champions
12539,22,4,5568.35,1392.0875,4,4,5,445,13,Champions
16161,2,19,5533.67,291.2457894736842,5,5,5,555,15,Champions
18225,3,12,5504.96,458.74666666666667,5,5,5,555,15,Champions
16609,15,7,5493.46,784.78,4,5,5,455,14,Champions
15805,23,17,5488.18,322.83411764705886,4,5,5,455,14,Champions
16985,17,10,5464.12,546.412,4,5,5,455,14,Champions
16265,9,9,5447.0,605.2222222222222,5,5,5,555,15,Champions
18198,4,17,5425.56,319.15058823529415,5,5,5,555,15,Champions
12490,5,10,5417.93,541.793,5,5,5,555,15,Champions
17809,16,12,5411.91,450.9925,4,5,5,455,14,Champions
16701,9,13,5398.3,415.25384615384615,5,5,5,555,15,Champions
17719,38,15,5396.04,359.736,3,5,5,355,13,Loyal Customers
17850,372,34,5391.21,158.565,1,5,5,155,11,At Risk
16303,26,3,5360.63,1786.8766666666668,4,4,5,445,13,Champions
13269,1,15,5343.28,356.21866666666665,5,5,5,555,15,Champions
17730,3,13,5298.4800000000005,407.5753846153847,5,5,5,555,15,Champions
15150,17,10,5291.33,529.133,4,5,5,455,14,Champions
17061,74,11,5232.2300000000005,475.65727272727275,2,5,5,255,12,At Risk
18226,44,11,5228.05,475.27727272727276,3,5,5,355,13,Loyal Customers
12362,3,10,5226.23,522.6229999999999,5,5,5,555,15,Champions
16258,45,5,5203.51,1040.702,3,4,5,345,12,Loyal Customers
13756,2,14,5189.52,370.68,5,5,5,555,15,Champions
16191,3,13,5180.5199999999995,398.5015384615384,5,5,5,555,15,Champions
15727,17,7,5159.06,737.0085714285715,4,5,5,455,14,Champions
13599,1,21,5149.92,245.2342857142857,5,5,5,555,15,Champions
17858,6,12,5140.66,428.3883333333333,5,5,5,555,15,Champions
15903,10,7,5126.76,732.3942857142857,5,5,5,555,15,Champions
13941,22,5,5112.96,1022.592,4,4,5,445,13,Champions
15046,9,15,5090.42,339.36133333333333,5,5,5,555,15,Champions
16700,9,13,5076.55,390.50384615384615,5,5,5,555,15,Champions
13139,16,7,5064.94,723.5628571428571,4,5,5,455,14,Champions
12432,43,5,5059.32,1011.8639999999999,3,4,5,345,12,Loyal Customers
17602,2,6,5054.42,842.4033333333333,5,5,5,555,15,Champions
15301,51,12,5049.95,420.82916666666665,3,5,5,355,13,Loyal Customers
17426,8,6,5037.26,839.5433333333334,5,5,5,555,15,Champions
15719,33,13,5030.07,386.92846153846153,4,5,5,455,14,Champions
14755,10,11,5010.28,455.47999999999996,5,5,5,555,15,Champions
14562,4,18,5006.77,278.1538888888889,5,5,5,555,15,Champions
12444,21,5,5005.46,1001.092,4,4,5,445,13,Champions
14329,17,7,4975.24,710.7485714285714,4,5,5,455,14,Champions
15032,256,3,4959.1,1653.0333333333335,1,3,5,135,9,At Risk
12437,2,18,4951.41,275.0783333333333,5,5,5,555,15,Champions
12700,8,4,4939.99,1234.9975,5,4,5,545,14,Champions
14709,15,13,4921.04,378.54153846153844,4,5,5,455,14,Champions
15786,46,3,4919.0,1639.6666666666667,3,4,5,345,12,Loyal Customers
15547,7,14,4910.6,350.75714285714287,5,5,5,555,15,Champions
17133,16,7,4892.24,698.8914285714285,4,5,5,455,14,Champions
12664,8,9,4881.88,542.4311111111111,5,5,5,555,15,Champions
12688,114,1,4873.8099999999995,4873.8099999999995,2,1,5,215,8,Hibernating
14292,8,9,4871.93,541.3255555555556,5,5,5,555,15,Champions
17652,25,12,4867.72,405.6433333333334,4,5,5,455,14,Champions
15738,19,16,4812.42,300.77625,4,5,5,455,14,Champions
13013,1,13,4810.9400000000005,370.07230769230773,5,5,5,555,15,Champions
15298,2,12,4799.9,399.9916666666666,5,5,5,555,15,Champions
15555,12,16,4794.86,299.67875,5,5,5,555,15,Champions
15187,2,16,4777.18,298.57375,5,5,5,555,15,Champions
17365,13,8,4767.36,595.92,5,5,5,555,15,Champions
12955,1,11,4757.16,432.4690909090909,5,5,5,555,15,Champions
14180,11,25,4748.52,189.94080000000002,5,5,5,555,15,Champions
15152,10,13,4745.6900000000005,365.05307692307696,5,5,5,555,15,Champions
16722,17,13,4730.8099999999995,363.9084615384615,4,5,5,455,14,Champions
17690,30,15,4726.8,315.12,4,5,5,455,14,Champions
12714,9,5,4708.86,941.7719999999999,5,4,5,545,14,Champions
14135,2,15,4690.31,312.68733333333336,5,5,5,555,15,Champions
14191,2,13,4684.76,360.36615384615385,5,5,5,555,15,Champions
15291,26,15,4668.3,311.22,4,5,5,455,14,Champions
14189,2,15,4654.08,310.272,5,5,5,555,15,Champions
14390,10,9,4642.57,515.8411111111111,5,5,5,555,15,Champions
14159,20,11,4630.35,420.94090909090914,4,5,5,455,14,Champions
14286,24,3,4628.75,1542.9166666666667,4,3,5,435,12,Loyal Customers
13802,139,3,4599.42,1533.14,2,3,5,235,10,At Risk
15093,18,6,4597.02,766.1700000000001,4,5,5,455,14,Champions
14004,43,7,4582.64,654.6628571428572,3,5,5,355,13,Loyal Customers
16931,5,21,4554.87,216.89857142857142,5,5,5,555,15,Champions
17068,12,21,4552.14,216.76857142857145,5,5,5,555,15,Champions
17613,23,14,4544.55,324.6107142857143,4,5,5,455,14,Champions
12484,33,6,4527.32,754.5533333333333,4,4,5,445,13,Champions
13267,3,19,4521.49,237.97315789473683,5,5,5,555,15,Champions
15299,67,7,4507.01,643.8585714285715,3,5,5,355,13,Loyal Customers
12524,9,8,4485.719999999999,560.7149999999999,5,5,5,555,15,Champions
17975,15,13,4483.26,344.86615384615385,4,5,5,455,14,Champions
14426,24,10,4481.67,448.16700000000003,4,5,5,455,14,Champions
12627,11,7,4478.53,639.79,5,5,5,555,15,Champions
17364,1,11,4462.68,405.69818181818187,5,5,5,555,15,Champions
16984,88,2,4459.52,2229.76,2,3,5,235,10,At Risk
13069,1,24,4431.44,184.64333333333332,5,5,5,555,15,Champions
14085,2,18,4421.29,245.62722222222223,5,5,5,555,15,Champions
15955,24,14,4416.26,315.44714285714286,4,5,5,455,14,Champions
16626,1,17,4413.1,259.59411764705885,5,5,5,555,15,Champions
15874,64,7,4405.88,629.4114285714286,3,5,5,355,13,Loyal Customers
14534,3,18,4397.3,244.29444444444445,5,5,5,555,15,Champions
12712,29,13,4396.13,338.1638461538462,4,5,5,455,14,Champions
13505,73,4,4393.63,1098.4075,2,4,5,245,11,At Risk
12752,81,1,4366.78,4366.78,2,1,5,215,8,Hibernating
16945,22,19,4345.5,228.71052631578948,4,5,5,455,14,Champions
14016,162,4,4341.21,1085.3025,2,4,5,245,11,At Risk
14800,48,12,4331.79,360.9825,3,5,5,355,13,Loyal Customers
17567,7,8,4331.48,541.435,5,5,5,555,15,Champions
18251,87,1,4314.72,4314.72,2,2,5,225,9,Hibernating
12347,2,7,4310.0,615.7142857142857,5,5,5,555,15,Champions
17937,9,7,4301.22,614.46,5,5,5,555,15,Champions
15034,16,8,4274.16,534.27,4,5,5,455,14,Champions
14422,1,6,4263.64,710.6066666666667,5,5,5,555,15,Champions
12500,23,11,4257.82,387.07454545454544,4,5,5,455,14,Champions
17419,11,12,4226.57,352.21416666666664,5,5,5,555,15,Champions
14525,20,9,4215.9,468.4333333333333,4,5,5,455,14,Champions
15804,1,13,4206.39,323.5684615384616,5,5,5,555,15,Champions
15971,18,12,4199.85,349.9875,4,5,5,455,14,Champions
12747,2,11,4196.01,381.4554545454546,5,5,5,555,15,Champions
14146,9,5,4191.0,838.2,5,4,5,545,14,Champions
14277,15,3,4188.0,1396.0,4,3,5,435,12,Loyal Customers
12949,31,8,4167.22,520.9025,4,5,5,455,14,Champions
13384,31,7,4151.93,593.1328571428572,4,5,5,455,14,Champions
15570,7,12,4148.820000000001,345.73500000000007,5,5,5,555,15,Champions
13988,20,6,4147.96,691.3266666666667,4,5,5,455,14,Champions
12569,2,32,4124.6900000000005,128.89656250000002,5,5,5,555,15,Champions
17920,4,17,4119.5,242.3235294117647,5,5,5,555,15,Champions
16592,4,16,4113.68,257.105,5,5,5,555,15,Champions
13555,74,4,4098.88,1024.72,2,4,5,245,11,At Risk
16401,1,12,4098.32,341.52666666666664,5,5,5,555,15,Champions
18041,12,21,4097.37,195.11285714285714,5,5,5,555,15,Champions
16670,17,11,4095.9,372.3545454545455,4,5,5,455,14,Champions
12749,4,5,4090.88,818.176,5,4,5,545,14,Champions
14092,8,14,4076.91,291.2078571428571,5,5,5,555,15,Champions
12449,22,4,4067.29,1016.8225,4,4,5,445,13,Champions
17377,24,20,4058.32,202.916,4,5,5,455,14,Champions
18087,98,2,4055.7199999999993,2027.8599999999997,2,3,5,235,10,At Risk
14401,4,13,4051.48,311.6523076923077,5,5,5,555,15,Champions
12656,17,5,4051.17,810.234,4,4,5,445,13,Champions
16549,10,10,4034.9,403.49,5,5,5,555,15,Champions
13815,22,4,4027.36,1006.84,4,4,5,445,13,Champions
15514,12,11,4023.7200000000003,365.7927272727273,5,5,5,555,15,Champions
17940,49,10,4020.04,402.004,3,5,5,355,13,Loyal Customers
12957,10,8,4017.54,502.1925,5,5,5,555,15,Champions
12867,26,7,4009.34,572.7628571428571,4,5,5,455,14,Champions
12378,130,1,4008.62,4008.62,2,1,5,215,8,Hibernating
16186,23,12,4006.94,333.9116666666667,4,5,5,455,14,Champions
12841,5,25,3991.58,159.6632,5,5,5,555,15,Champions
17001,1,11,3989.57,362.6881818181818,5,5,5,555,15,Champions
15416,65,4,3984.32,996.08,3,4,5,345,12,Loyal Customers
12779,38,8,3981.3599999999997,497.66999999999996,3,5,5,355,13,Loyal Customers
12727,11,7,3980.7,568.6714285714286,5,5,5,555,15,Champions
14547,4,8,3974.75,496.84375,5,5,5,555,15,Champions
14299,8,9,3965.62,440.6244444444444,5,5,5,555,15,Champions
13523,33,5,3964.88,792.976,4,4,5,445,13,Champions
15529,23,11,3962.6,360.23636363636365,4,5,5,455,14,Champions
17611,7,15,3961.12,264.07466666666664,5,5,5,555,15,Champions
13183,8,9,3957.78,439.75333333333333,5,5,5,555,15,Champions
17769,13,10,3957.4300000000003,395.74300000000005,5,5,5,555,15,Champions
17651,12,10,3945.0,394.5,5,5,5,555,15,Champions
12473,29,5,3928.05,785.61,4,4,5,445,13,Champions
17593,4,5,3923.86,784.772,5,4,5,545,14,Champions
14739,4,7,3902.2799999999997,557.4685714285714,5,5,5,555,15,Champions
13999,10,12,3901.81,325.1508333333333,5,5,5,555,15,Champions
14291,2,11,3883.25,353.02272727272725,5,5,5,555,15,Champions
15195,3,1,3861.0,3861.0,5,1,5,515,11,Recent Customers
18073,114,12,3859.82,321.6516666666667,2,5,5,255,12,At Risk
12662,1,11,3849.78,349.98,5,5,5,555,15,Champions
16717,24,6,3843.08,640.5133333333333,4,5,5,455,14,Champions
13266,11,12,3834.26,319.5216666666667,5,5,5,555,15,Champions
17091,3,9,3827.76,425.3066666666667,5,5,5,555,15,Champions
16327,14,6,3820.27,636.7116666666667,4,5,5,455,14,Champions
12755,281,2,3811.95,1905.975,1,2,5,125,8,Hibernating
12597,19,4,3811.22,952.805,4,4,5,445,13,Champions
15867,5,15,3810.14,254.00933333333333,5,5,5,555,15,Champions
13435,5,7,3809.89,544.27,5,5,5,555,15,Champions
12668,12,4,3807.1499999999996,951.7874999999999,5,4,5,545,14,Champions
16145,9,11,3799.49,345.4081818181818,5,5,5,555,15,Champions
16655,18,6,3789.52,631.5866666666667,4,5,5,455,14,Champions
16168,11,27,3787.6,140.28148148148148,5,5,5,555,15,Champions
16019,47,9,3786.2400000000002,420.6933333333334,3,5,5,355,13,Loyal Customers
12562,8,7,3781.74,540.2485714285714,5,5,5,555,15,Champions
